BAD,LOAN,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC_missing,DEBTINC_median,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
0,15000,74000.0,7.0,0,0,245.0,1,50,1,34.818261819,0,1,0,0,1,0,0,0
0,15000,95000.0,0.0,0,0,147.0,1,18,1,34.818261819,1,0,0,0,1,0,0,0
0,15000,86420.0,1.5,0,0,160.0,0,25,1,34.818261819,1,0,0,1,0,0,0,0
0,15000,154000.0,1.0,0,0,208.0,1,19,1,34.818261819,1,0,1,0,0,0,0,0
0,15000,118300.0,0.4,0,3,263.0,1,30,1,34.818261819,1,0,0,1,0,0,0,0
0,15000,135700.0,3.0,1,0,116.0,3,16,1,34.818261819,1,0,0,1,0,0,0,0
0,15000,58600.0,26.0,0,0,247.0,0,14,1,34.818261819,0,1,0,0,1,0,0,0
0,15000,115000.0,1.0,0,0,129.0,0,30,1,34.818261819,1,0,0,0,0,1,0,0
0,15000,202800.0,3.5,0,0,203.0,0,17,1,34.818261819,1,0,0,0,1,0,0,0
0,15000,110975.0,20.0,0,0,282.0,1,17,1,34.818261819,1,0,0,0,1,0,0,0
0,15000,35300.0,1.0,0,0,211.0,0,16,1,34.818261819,1,0,0,1,0,0,0,0
1,15000,76950.0,8.0,1,5,250.0,0,31,1,34.818261819,0,1,1,0,0,0,0,0
1,15000,50000.0,0.0,3,4,207.0,1,45,1,34.818261819,0,1,0,0,1,0,0,0
1,15000,114750.0,11.0,0,0,115.0,0,27,1,34.818261819,1,0,0,0,0,1,0,0
1,15000,155000.0,0.0,3,2,106.0,1,28,1,34.818261819,1,0,0,1,0,0,0,0
1,15000,89235.5,10.0,0,1,75.0,0,33,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,185625.0,8.0,3,2,154.0,2,31,1,34.818261819,1,0,1,0,0,0,0,0
1,15000,89235.5,0.9,7,5,145.0,0,20,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,146450.0,17.5,0,1,256.0,1,29,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,35000.0,1.5,1,0,91.0,0,5,1,34.818261819,0,1,0,0,1,0,0,0
1,15000,80400.0,7.0,0,1,142.0,0,12,1,34.818261819,1,0,0,0,0,1,0,0
1,15000,85460.0,18.0,0,3,119.0,1,23,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,26100.0,1.6,0,1,105.0,17,20,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,105000.0,1.0,0,2,206.0,2,25,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,58000.0,4.0,7,0,269.0,3,26,1,34.818261819,1,0,0,0,0,1,0,0
1,15000,96000.0,12.0,0,3,110.0,0,24,1,34.818261819,1,0,1,0,0,0,0,0
1,15000,40000.0,1.0,0,0,112.0,2,13,1,34.818261819,1,0,0,0,0,1,0,0
1,15000,90000.0,9.0,1,3,137.0,0,27,1,34.818261819,1,0,0,0,0,1,0,0
1,15000,205950.0,10.0,8,3,136.0,11,42,1,34.818261819,1,0,1,0,0,0,0,0
1,15000,81000.0,5.3,8,0,260.0,4,30,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,182175.0,3.5,4,0,74.0,2,14,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,72865.0,2.9,0,1,145.0,1,15,1,34.818261819,1,0,0,1,0,0,0,0
1,15000,73900.0,2.0,1,5,73.0,1,16,1,34.818261819,1,0,0,1,0,0,0,0
1,15000,130000.0,18.0,0,5,123.0,10,19,1,34.818261819,1,0,1,0,0,0,0,0
1,15000,127300.0,4.0,1,3,134.0,1,17,1,34.818261819,1,0,0,0,0,0,0,1
1,15000,111351.0,6.0,0,6,226.0,0,17,1,34.818261819,1,0,0,0,1,0,0,0
1,15000,108000.0,0.4,0,0,386.0,3,31,1,34.818261819,0,1,0,0,1,0,0,0
1,15000,177100.0,10.0,3,1,221.0,0,14,1,34.818261819,0,1,0,0,0,1,0,0
1,15000,102000.0,4.0,0,0,12.0,2,35,1,34.818261819,1,0,0,0,0,0,1,0
1,15000,89235.5,22.0,0,0,187.0,1,21,1,34.818261819,1,0,0,1,0,0,0,0
0,15000,140487.0,15.0,0,0,132.0,4,21,0,35.348485897,0,1,0,0,0,1,0,0
0,15000,40908.0,20.0,0,1,199.0,1,16,0,32.012392305,1,0,0,0,0,1,0,0
0,15000,64962.0,0.0,0,0,342.0,0,6,0,39.996710402,1,0,0,0,0,0,1,0
0,15000,67529.0,7.0,0,0,134.0,3,48,0,31.486460831,1,0,0,0,1,0,0,0
0,15000,111623.0,4.0,0,0,98.0,2,14,0,36.237233671,1,0,0,0,1,0,0,0
0,15000,92582.0,10.0,0,0,83.0,2,10,0,34.317240799,1,0,0,0,1,0,0,0
0,15000,68020.0,1.0,0,0,477.0,0,0,0,1.920694367,1,0,0,0,1,0,0,0
0,15000,79333.0,7.0,0,0,256.0,1,49,0,42.581948931,0,1,0,0,1,0,0,0
0,15000,107207.0,19.0,0,0,124.0,4,23,0,28.558183481,0,1,0,0,1,0,0,0
0,15000,106392.0,12.0,0,2,166.0,0,17,0,35.033102504,1,0,0,0,0,0,1,0
0,15000,72225.0,1.0,0,0,268.0,0,21,0,28.13158042,1,0,0,0,1,0,0,0
0,15100,176342.0,11.0,0,0,248.0,0,20,0,30.080158196,1,0,1,0,0,0,0,0
0,15100,93548.0,2.0,0,0,160.0,0,22,0,41.007363531,1,0,0,0,1,0,0,0
1,15100,65481.0,4.0,0,0,92.0,9,18,0,39.070153046,1,0,0,0,1,0,0,0
0,15100,53238.0,7.0,0,0,351.0,1,16,0,34.055847665,1,0,0,0,1,0,0,0
0,15100,109656.0,5.0,0,0,82.0,2,13,0,36.461210536,1,0,0,0,1,0,0,0
0,15100,106343.0,5.0,0,0,81.0,2,13,0,34.475596781,1,0,0,0,1,0,0,0
0,15100,63607.0,2.0,0,0,181.0,0,14,0,36.377182949,1,0,0,0,1,0,0,0
0,15100,80686.0,4.0,0,0,120.0,1,20,0,21.418227456,1,0,0,1,0,0,0,0
0,15100,57940.0,0.0,0,0,87.0,1,8,0,38.850348541,1,0,0,1,0,0,0,0
0,15100,114896.0,2.0,0,0,145.0,0,21,0,36.371704029,0,1,0,1,0,0,0,0
1,15100,77542.0,13.0,1,1,123.0,1,26,1,34.818261819,0,1,0,0,0,1,0,0
0,15100,65961.0,0.0,0,0,477.0,0,0,0,1.6035079777,1,0,0,0,1,0,0,0
0,15100,59853.0,5.0,0,0,104.0,2,9,0,29.141862813,1,0,0,0,1,0,0,0
1,15100,89235.5,0.0,0,0,477.0,0,0,1,34.818261819,1,0,0,0,1,0,0,0
0,15100,87110.0,5.0,0,0,111.0,0,13,0,26.062043252,0,1,0,0,0,1,0,0
0,15100,99812.0,4.0,0,0,127.0,2,21,0,37.957103675,1,0,0,0,0,1,0,0
0,15100,68483.0,27.0,1,0,280.0,1,17,0,37.180947854,1,0,1,0,0,0,0,0
0,15100,143229.0,12.0,0,0,130.0,4,21,0,36.776212768,0,1,0,0,0,1,0,0
0,15100,54065.0,7.0,0,0,80.0,0,15,0,41.447331871,1,0,0,0,1,0,0,0
0,15100,45657.0,9.0,0,0,87.0,1,12,0,29.321754466,0,1,0,0,1,0,0,0
0,15100,163833.0,4.0,0,0,136.0,0,21,0,25.861812336,1,0,0,1,0,0,0,0
0,15100,76456.0,5.0,0,0,135.0,0,9,0,29.383996531,1,0,1,0,0,0,0,0
0,15100,62674.0,5.0,1,0,96.0,1,9,0,28.505590561,1,0,0,0,1,0,0,0
0,15100,32289.0,13.0,1,0,82.0,1,9,0,33.534708383,1,0,0,0,1,0,0,0
0,15100,108947.0,9.0,0,0,194.0,1,35,0,42.245940745,1,0,0,0,0,1,0,0
0,15100,98114.0,7.0,0,0,198.0,1,10,0,31.545842659,1,0,0,0,1,0,0,0
1,15200,77000.0,0.9,1,0,128.0,3,26,1,34.818261819,1,0,0,0,1,0,0,0
0,15200,66536.0,2.0,0,0,323.0,0,5,0,40.252928754,1,0,0,0,0,0,1,0
0,15200,60098.0,4.0,1,0,106.0,2,9,0,27.375269408,1,0,0,0,1,0,0,0
0,15200,86360.0,5.0,0,0,120.0,0,12,0,27.616333832,0,1,0,0,0,1,0,0
0,15200,105971.0,21.0,0,0,148.0,4,24,0,27.961550213,0,1,0,0,1,0,0,0
0,15200,73068.0,20.0,0,0,197.0,0,16,0,22.383856558,1,0,0,0,0,1,0,0
0,15200,184660.0,11.0,0,0,254.0,0,21,0,28.815035637,1,0,1,0,0,0,0,0
0,15200,114520.0,3.0,0,0,137.0,0,22,0,36.44647661,0,1,0,1,0,0,0,0
0,15200,131022.0,14.0,0,0,295.0,0,18,0,29.609920041,1,0,0,0,0,1,0,0
0,15200,62696.0,27.0,0,0,265.0,1,16,0,38.500796453,1,0,1,0,0,0,0,0
0,15200,89644.0,11.0,0,0,92.0,2,11,0,31.114929746,1,0,0,0,1,0,0,0
0,15200,67103.0,1.0,0,0,477.0,0,0,0,3.6889584957,1,0,0,0,1,0,0,0
1,15200,113931.0,3.0,0,0,138.0,2,32,0,61.89063458,0,1,0,0,0,1,0,0
0,15200,74510.0,17.0,0,0,175.0,0,23,0,41.863376119,1,0,0,0,0,1,0,0
0,15200,39605.0,8.0,0,0,97.0,0,10,0,21.74161074,1,0,1,0,0,0,0,0
0,15200,177998.0,12.0,0,0,260.0,0,21,0,27.533272218,1,0,1,0,0,0,0,0
1,15200,118734.0,1.0,1,1,91.0,1,26,0,39.140055969,1,0,0,0,1,0,0,0
0,15200,63519.0,6.0,0,0,275.0,0,15,0,20.785145567,1,0,0,0,0,1,0,0
0,15200,50892.0,1.0,0,0,276.0,1,34,0,38.379833716,1,0,0,0,0,1,0,0
0,15200,62171.0,7.0,0,0,125.0,1,18,0,39.580054341,1,0,0,0,1,0,0,0
0,15200,118941.0,2.0,0,2,171.0,0,25,0,41.157501063,0,1,1,0,0,0,0,0
0,15200,58834.0,7.0,0,0,100.0,0,15,0,41.102676905,1,0,0,0,1,0,0,0
0,15200,95124.0,13.0,0,1,270.0,0,22,0,29.160140823,0,1,0,0,1,0,0,0
0,15200,92000.0,1.0,0,0,152.0,4,20,1,34.818261819,1,0,0,1,0,0,0,0
0,15200,121925.0,2.0,0,0,156.0,0,22,0,36.745639039,0,1,0,1,0,0,0,0
0,15200,100320.0,7.0,0,0,190.0,0,9,0,33.799992283,1,0,0,0,1,0,0,0
0,15200,95682.0,10.0,1,1,336.0,2,41,0,37.982543748,1,0,0,0,0,1,0,0
0,15200,84439.0,1.0,0,0,243.0,2,26,0,32.210050357,1,0,0,0,1,0,0,0
0,15200,66817.0,0.0,0,0,310.0,0,5,0,37.7638359,1,0,0,0,0,0,1,0
0,15200,95482.0,2.0,0,0,174.0,0,24,0,24.861603531,1,0,0,1,0,0,0,0
0,15200,114245.0,2.0,0,3,155.0,1,24,0,36.954615162,0,1,0,1,0,0,0,0
0,15200,81269.0,8.0,0,0,180.0,1,21,0,26.985581223,1,0,0,0,1,0,0,0
0,15300,94301.0,1.0,0,0,150.0,4,19,0,31.35764214,1,0,0,1,0,0,0,0
0,15300,44461.0,1.0,0,0,210.0,0,16,0,40.432252239,1,0,0,1,0,0,0,0
0,15300,168281.0,8.0,0,0,301.0,0,27,0,27.771122696,0,1,0,0,0,0,0,1
0,15300,86903.0,0.0,0,0,111.0,4,11,0,38.826177523,1,0,0,0,1,0,0,0
0,15300,48095.0,1.0,0,0,302.0,0,16,0,19.012446366,1,0,0,0,0,1,0,0
0,15300,99630.0,8.0,1,2,354.0,2,42,0,38.265951013,1,0,0,0,0,1,0,0
0,15300,92320.0,28.0,0,0,326.0,0,15,0,15.335560256,1,0,0,1,0,0,0,0
0,15300,96938.0,9.0,0,0,177.0,0,15,0,25.407142509,1,0,0,0,0,1,0,0
0,15300,99896.0,1.0,0,0,281.0,1,21,0,39.408871403,1,0,0,0,0,1,0,0
0,15300,121108.0,7.0,0,0,180.0,1,21,0,36.823393194,1,0,0,0,1,0,0,0
0,15300,54970.0,7.0,0,0,74.0,0,15,0,41.823084717,1,0,0,0,1,0,0,0
0,15300,94973.0,5.0,2,0,76.0,0,20,0,22.902506621,1,0,0,0,1,0,0,0
0,15300,102000.0,3.5,0,0,124.0,1,25,1,34.818261819,0,1,0,0,0,1,0,0
0,15300,112500.0,1.0,0,0,130.0,2,21,1,34.818261819,1,0,0,0,1,0,0,0
0,15300,65000.0,7.0,0,0,95.0,3,15,1,34.818261819,1,0,0,0,1,0,0,0
1,15300,38480.0,20.0,0,1,183.0,4,31,1,34.818261819,0,1,1,0,0,0,0,0
1,15300,89235.5,5.0,0,1,225.0,0,24,1,34.818261819,0,1,0,0,1,0,0,0
0,15300,113253.0,0.0,0,0,140.0,1,21,0,40.667462294,1,0,0,0,1,0,0,0
0,15300,156578.0,7.0,0,0,213.0,0,19,0,36.290353532,1,0,1,0,0,0,0,0
0,15300,103063.0,18.0,0,0,128.0,3,23,0,28.171777473,0,1,0,0,1,0,0,0
0,15300,96073.0,8.0,0,0,194.0,0,19,0,20.487979653,1,0,0,0,0,1,0,0
0,15300,117552.0,0.0,0,0,126.0,0,30,0,37.68939304,1,0,0,0,0,1,0,0
0,15300,95123.0,6.0,0,0,134.0,2,22,0,35.085720684,1,0,0,0,0,1,0,0
0,15300,102094.0,0.0,0,2,33.0,1,10,0,40.104809597,0,1,0,0,1,0,0,0
0,15300,53184.0,1.0,0,0,82.0,1,9,0,39.007822759,1,0,0,1,0,0,0,0
0,15300,98781.0,7.0,0,0,185.0,0,25,0,43.016977602,0,1,0,1,0,0,0,0
0,15300,57991.0,4.0,0,0,123.0,1,16,0,40.569888421,1,0,0,0,1,0,0,0
0,15300,42722.0,2.0,0,0,208.0,0,15,0,37.122837197,1,0,0,1,0,0,0,0
1,15300,108175.0,6.0,1,0,82.0,0,20,0,22.50324916,0,1,0,0,1,0,0,0
0,15300,104534.0,0.0,0,0,277.0,2,21,0,39.244599535,1,0,0,0,0,1,0,0
1,15300,67343.0,4.0,0,0,58.0,6,22,0,42.929614185,1,0,0,0,1,0,0,0
0,15400,113696.0,4.0,0,0,266.0,1,34,0,26.750403963,1,0,0,1,0,0,0,0
0,15400,47338.0,9.0,0,0,93.0,1,11,0,31.409186356,0,1,0,0,1,0,0,0
0,15400,129454.0,10.0,0,0,175.0,2,31,0,28.065590866,0,1,0,0,0,1,0,0
0,15400,69427.0,17.0,0,0,203.0,0,15,0,23.160040592,1,0,0,0,0,1,0,0
0,15400,69663.0,7.0,0,0,256.0,1,16,0,23.3103728,1,0,0,0,0,1,0,0
0,15400,57135.0,4.0,0,0,310.0,0,16,0,17.601206169,1,0,0,0,0,1,0,0
0,15400,65561.0,25.0,0,0,283.0,0,16,0,38.097902468,1,0,1,0,0,0,0,0
1,15400,206148.0,2.0,0,2,196.0,1,49,0,36.417342576,1,0,1,0,0,0,0,0
0,15400,91172.0,2.0,0,0,159.0,0,25,0,24.990490702,1,0,0,1,0,0,0,0
1,15400,96794.0,3.0,0,0,86.0,0,28,0,37.362645,1,0,0,0,0,1,0,0
0,15400,43334.0,1.0,0,0,211.0,0,15,0,40.529405126,1,0,0,1,0,0,0,0
0,15400,119195.0,5.0,0,0,265.0,0,34,0,29.963272776,1,0,0,1,0,0,0,0
0,15400,91192.0,10.0,0,0,191.0,0,19,0,21.364312322,1,0,0,0,0,1,0,0
0,15400,43899.0,0.0,0,0,325.0,1,9,0,27.77956059,0,1,0,0,1,0,0,0
0,15400,69751.0,6.0,0,0,254.0,1,16,0,22.721013568,1,0,0,0,0,1,0,0
0,15400,126400.0,16.0,0,0,180.0,1,18,1,34.818261819,1,0,0,0,1,0,0,0
0,15400,74451.0,3.0,0,0,134.0,1,8,0,27.922034782,1,0,1,0,0,0,0,0
0,15400,55421.0,2.0,0,0,81.0,2,9,0,38.723895033,1,0,0,1,0,0,0,0
0,15400,86176.0,2.0,1,0,229.0,3,26,0,30.958519988,1,0,0,0,1,0,0,0
0,15400,57184.0,10.0,0,0,123.0,0,10,0,18.150902154,0,1,0,0,1,0,0,0
0,15400,43078.0,14.0,1,0,108.0,1,17,0,24.674174851,1,0,1,0,0,0,0,0
0,15400,145125.0,3.0,0,0,106.0,3,15,0,32.699440101,1,0,0,1,0,0,0,0
0,15400,48276.0,4.0,0,0,315.0,0,16,0,18.301959465,1,0,0,0,0,1,0,0
0,15400,56834.0,7.0,1,0,120.0,1,15,0,39.908934154,1,0,0,0,1,0,0,0
0,15400,67755.0,3.0,0,0,169.0,0,14,0,37.560862761,1,0,0,0,1,0,0,0
1,15500,82248.0,10.0,0,0,173.0,0,16,0,32.142468978,1,0,0,0,1,0,0,0
0,15500,137388.0,2.0,0,0,276.0,4,42,0,39.744298707,1,0,0,0,1,0,0,0
0,15500,179499.0,8.0,0,0,196.0,4,26,0,40.73934639,1,0,0,0,0,1,0,0
0,15500,80837.0,1.0,0,0,127.0,3,11,0,35.901463044,1,0,0,0,1,0,0,0
0,15500,158580.0,7.0,0,0,229.0,0,19,0,39.509681073,1,0,1,0,0,0,0,0
0,15500,62963.0,6.0,0,0,261.0,0,16,0,24.299059351,1,0,0,0,0,1,0,0
0,15500,92729.0,9.0,0,1,339.0,1,42,0,37.47461725,1,0,0,0,0,1,0,0
0,15500,39188.0,3.0,0,0,216.0,0,16,0,38.975114989,1,0,0,1,0,0,0,0
0,15500,106841.0,13.0,0,1,133.0,0,18,0,33.292973693,1,0,0,0,0,0,1,0
0,15500,115249.0,0.0,0,2,156.0,0,34,0,32.033870396,1,0,0,0,0,1,0,0
0,15500,88693.0,19.0,0,0,244.0,10,23,0,36.339362348,1,0,1,0,0,0,0,0
0,15500,115669.0,13.0,0,0,178.0,0,26,0,33.350529004,1,0,0,0,1,0,0,0
0,15500,93723.0,19.0,0,0,239.0,11,24,0,35.965898215,1,0,1,0,0,0,0,0
0,15500,119326.0,0.0,0,3,255.0,1,30,0,40.987300926,1,0,0,1,0,0,0,0
0,15500,88200.0,30.0,0,0,211.0,0,22,1,34.818261819,1,0,0,1,0,0,0,0
1,15500,67000.0,15.0,0,0,180.0,1,21,1,34.818261819,1,0,0,0,1,0,0,0
1,15500,43900.0,21.0,1,2,215.0,0,19,1,34.818261819,1,0,1,0,0,0,0,0
1,15500,60500.0,8.0,7,4,96.0,2,53,1,34.818261819,1,0,0,0,1,0,0,0
0,15500,52822.0,9.0,0,0,121.0,1,9,0,18.182891915,0,1,0,0,1,0,0,0
0,15500,43531.0,0.0,0,0,213.0,0,16,0,37.794991933,1,0,0,1,0,0,0,0
0,15500,70082.0,7.0,0,0,152.0,2,12,0,30.131497225,1,0,0,0,0,1,0,0
0,15500,63276.0,27.0,0,0,298.0,0,16,0,39.30720132,1,0,1,0,0,0,0,0
1,15500,73117.0,13.0,0,0,180.0,1,21,0,29.541850912,1,0,0,0,1,0,0,0
0,15500,173566.0,6.0,0,0,292.0,0,26,0,25.562881927,0,1,0,0,0,0,0,1
1,15500,104627.0,3.0,0,0,9.0,1,35,0,60.645756259,1,0,0,0,0,0,1,0
0,15500,133986.0,17.0,0,0,165.0,1,18,0,37.570819629,1,0,0,0,1,0,0,0
0,15500,39746.0,1.0,0,0,204.0,0,16,0,40.660186443,1,0,0,1,0,0,0,0
0,15500,122322.0,12.0,0,0,226.0,0,12,0,40.86810919,1,0,0,1,0,0,0,0
0,15600,66837.0,9.0,0,0,95.0,0,15,0,26.322569547,1,0,0,0,1,0,0,0
0,15600,106992.0,3.0,0,0,128.0,1,24,0,39.014519389,0,1,0,0,0,1,0,0
0,15600,112721.0,3.0,0,1,271.0,0,33,0,29.634414887,1,0,0,1,0,0,0,0
0,15600,62005.0,4.0,0,0,186.0,0,14,0,36.021100446,1,0,0,0,1,0,0,0
0,15600,117868.0,11.0,0,0,287.0,2,19,0,31.759876787,1,0,0,0,1,0,0,0
0,15600,137583.0,1.0,0,0,281.0,0,46,0,41.23523649,1,0,0,0,1,0,0,0
0,15600,47615.0,10.0,0,0,90.0,1,12,0,29.674749569,0,1,0,0,1,0,0,0
0,15600,106389.0,0.0,0,0,279.0,2,21,0,40.108259064,1,0,0,0,0,1,0,0
0,15600,106824.0,9.0,0,0,261.0,0,11,0,34.97887956,0,1,0,0,0,1,0,0
0,15600,96942.0,0.0,1,0,157.0,1,18,0,34.23989502,1,0,0,0,1,0,0,0
0,15600,110431.0,2.0,0,0,110.0,1,25,0,39.2128036,0,1,0,0,0,1,0,0
0,15600,121747.0,0.0,0,0,121.0,2,21,0,39.294812813,1,0,0,0,1,0,0,0
0,15600,92443.0,6.0,0,0,128.0,0,13,0,28.484858563,0,1,0,0,0,1,0,0
1,15600,101136.0,11.0,0,3,107.0,0,24,0,27.69600093,1,0,1,0,0,0,0,0
1,15600,80000.0,0.2,3,0,105.0,2,20,1,34.818261819,1,0,0,0,0,0,1,0
0,15600,123455.0,13.0,0,0,177.0,0,26,0,36.544273113,1,0,0,0,1,0,0,0
0,15600,103179.0,7.0,0,0,263.0,1,12,0,37.183077798,0,1,0,0,0,1,0,0
0,15600,66581.0,7.0,0,1,117.0,3,48,0,30.372801078,1,0,0,0,1,0,0,0
1,15600,131510.0,2.0,0,2,123.0,1,17,0,38.588222397,1,0,0,0,0,0,0,1
0,15600,141518.0,1.0,0,0,273.0,3,43,0,39.301823191,1,0,0,0,1,0,0,0
1,15700,77704.0,2.0,0,5,73.0,0,16,0,45.195495871,1,0,0,1,0,0,0,0
0,15700,88545.0,21.0,0,0,243.0,10,24,0,36.297033121,1,0,1,0,0,0,0,0
0,15700,93272.0,0.0,0,0,179.0,0,24,0,23.74406826,1,0,0,1,0,0,0,0
0,15700,99157.0,22.0,0,0,245.0,1,23,0,38.328188879,0,1,0,0,0,1,0,0
0,15700,181894.0,10.0,0,0,248.0,0,21,0,30.326398916,1,0,1,0,0,0,0,0
0,15700,97122.0,5.0,2,0,71.0,0,21,0,24.431789613,1,0,0,0,1,0,0,0
0,15700,52800.0,10.0,0,0,128.0,0,10,0,20.950252082,0,1,0,0,1,0,0,0
0,15700,72198.0,0.0,0,2,267.0,1,10,0,36.529319583,1,0,0,0,1,0,0,0
0,15700,65686.0,3.0,0,0,150.0,1,12,0,30.486361232,1,0,0,0,0,1,0,0
0,15700,127421.0,16.0,0,0,184.0,1,18,0,41.03530607,1,0,0,0,1,0,0,0
1,15700,89235.5,25.0,0,2,383.0,0,71,0,38.228344754,1,0,0,0,0,1,0,0
0,15700,101302.0,1.0,0,0,128.0,0,22,0,41.569983536,1,0,0,0,1,0,0,0
0,15700,122248.0,10.0,0,0,171.0,0,27,0,36.332600416,1,0,0,0,1,0,0,0
0,15700,28198.0,12.0,1,0,88.0,2,9,0,32.445475521,1,0,0,0,1,0,0,0
0,15700,93472.0,19.0,0,0,244.0,11,23,0,33.196412457,1,0,1,0,0,0,0,0
0,15700,84000.0,0.2,2,2,112.0,2,26,1,34.818261819,1,0,0,0,1,0,0,0
1,15700,80000.0,0.2,1,0,85.0,1,23,1,34.818261819,1,0,1,0,0,0,0,0
1,15700,125860.0,1.0,0,0,477.0,0,0,1,34.818261819,0,1,0,0,1,0,0,0
0,15700,34294.0,9.0,0,0,132.0,0,10,0,23.979702773,1,0,1,0,0,0,0,0
0,15700,204282.0,2.0,0,0,202.0,0,17,0,26.31831366,1,0,0,0,1,0,0,0
0,15700,103045.0,21.0,0,0,147.0,4,23,0,29.181742636,0,1,0,0,1,0,0,0
0,15700,54557.0,2.0,0,0,93.0,2,8,0,41.25598551,1,0,0,1,0,0,0,0
0,15700,131710.0,5.0,0,0,237.0,2,41,0,37.86554654,1,0,1,0,0,0,0,0
0,15700,111127.0,4.0,0,0,124.0,0,25,0,37.5606476,0,1,0,0,0,1,0,0
0,15700,60640.0,25.0,0,0,256.0,0,13,0,22.540680116,0,1,0,0,1,0,0,0
0,15700,67964.0,6.0,0,0,156.0,2,12,0,28.797918584,1,0,0,0,0,1,0,0
0,15700,93180.0,19.0,0,0,263.0,10,24,0,35.404414526,1,0,1,0,0,0,0,0
0,15700,89082.0,29.0,0,0,212.0,0,21,0,31.058372507,1,0,0,1,0,0,0,0
1,15700,68885.0,5.0,0,0,84.0,5,17,0,40.349929995,1,0,0,0,1,0,0,0
0,15700,122719.0,7.0,0,0,180.0,1,21,0,35.165146151,1,0,0,0,1,0,0,0
0,15800,109401.0,12.0,0,1,154.0,0,17,0,33.526270674,1,0,0,0,0,0,1,0
0,15800,144202.0,1.0,0,0,286.0,4,43,0,41.538051097,1,0,0,0,1,0,0,0
0,15800,60165.0,1.0,0,0,311.0,0,5,0,40.051306199,1,0,0,0,0,0,1,0
0,15800,90897.0,8.0,0,0,209.0,0,20,0,23.035745844,1,0,0,0,0,1,0,0
0,15800,79736.0,7.0,0,0,250.0,0,50,0,42.435562666,0,1,0,0,1,0,0,0
0,15800,30395.0,12.0,0,0,85.0,2,8,0,33.565263987,1,0,0,0,1,0,0,0
0,15800,111792.0,1.0,0,2,143.0,1,34,0,33.058835116,1,0,0,0,0,1,0,0
0,15800,44144.0,0.0,0,0,316.0,1,9,0,25.650384133,0,1,0,0,1,0,0,0
1,15800,83000.0,2.0,1,1,284.0,4,27,1,34.818261819,1,0,0,0,0,1,0,0
1,15800,58995.0,1.0,2,3,195.0,1,45,0,52.203164506,0,1,0,0,1,0,0,0
1,15800,121214.0,2.0,0,0,134.0,0,21,0,44.915160551,1,0,0,0,0,1,0,0
0,15800,157644.0,19.0,0,0,239.0,0,28,0,20.747520522,1,0,0,0,0,1,0,0
0,15800,142340.0,2.0,0,0,109.0,2,16,0,33.770828549,1,0,0,1,0,0,0,0
0,15800,97628.0,0.0,0,0,152.0,0,23,0,42.218282221,1,0,0,0,1,0,0,0
1,15800,89721.0,16.0,0,0,477.0,0,0,0,37.984504628,1,0,1,0,0,0,0,0
0,15800,39285.0,2.0,0,0,209.0,0,16,0,38.888128371,1,0,0,1,0,0,0,0
0,15800,111139.0,3.0,0,1,252.0,1,34,0,27.674063965,1,0,0,1,0,0,0,0
0,15800,138171.0,13.0,0,0,117.0,4,21,0,35.113150487,0,1,0,0,0,1,0,0
0,15800,100944.0,0.0,0,3,52.0,1,10,0,39.862520135,0,1,0,0,1,0,0,0
0,15800,96579.0,28.0,0,0,328.0,0,15,0,12.1535212,1,0,0,1,0,0,0,0
0,15800,89739.0,0.0,1,1,123.0,1,25,0,33.519070443,1,0,0,0,1,0,0,0
0,15800,128434.0,4.0,0,1,242.0,2,42,0,39.221891679,1,0,1,0,0,0,0,0
0,15800,80457.0,3.0,0,1,137.0,0,8,0,27.434094849,1,0,1,0,0,0,0,0
0,15800,96642.0,26.0,0,0,335.0,0,16,0,12.706937983,1,0,0,1,0,0,0,0
0,15800,43790.0,8.0,0,0,108.0,0,11,0,22.826892443,1,0,1,0,0,0,0,0
1,15800,64847.0,7.0,0,0,121.0,2,18,0,36.834457555,0,1,0,0,1,0,0,0
0,15800,60231.0,3.0,0,0,191.0,0,13,0,28.053604481,1,0,0,0,1,0,0,0
1,15800,89235.5,23.0,0,3,82.0,1,14,0,32.327262456,1,0,0,0,1,0,0,0
0,15800,95815.0,7.0,2,0,70.0,0,21,0,24.108726876,1,0,0,0,1,0,0,0
0,15900,114674.0,4.0,0,1,279.0,0,34,0,28.232296781,1,0,0,1,0,0,0,0
0,15900,71521.0,18.0,0,0,192.0,0,22,0,40.361769906,1,0,0,0,0,1,0,0
0,15900,156450.0,1.0,0,0,213.0,0,19,0,40.213384582,1,0,1,0,0,0,0,0
0,15900,97935.0,1.0,0,0,160.0,4,20,0,32.60020273,1,0,0,1,0,0,0,0
0,15900,105877.0,0.0,0,2,51.0,1,10,0,40.392256543,0,1,0,0,1,0,0,0
