BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,7000,142251.0,157250.0,HomeImp,Other,5.0,0,0,88.0,4,21,34.749171693
1,20000,60336.0,132430.0,DebtCon,Other,25.0,1,0,259.0,1,21,34.749171693
0,5800,64799.0,34704.0,HomeImp,Other,7.0,0,0,181.0,1,21,34.174055545
1,21400,166244.0,212505.0,DebtCon,ProfExe,4.0,2,7,184.0,4,24,38.149059231
1,14000,64799.0,88772.0,HomeImp,Other,17.0,0,7,185.0,0,12,18.194280421
0,8800,64799.0,74928.0,DebtCon,Other,7.0,0,0,181.0,1,21,23.988913066
0,8400,62583.0,77481.0,DebtCon,Office,6.0,0,0,99.0,2,15,26.308380329
0,8700,53504.0,66888.0,DebtCon,Mgr,7.0,1,3,112.0,2,10,39.318772261
0,14700,89448.0,115380.0,DebtCon,Office,11.0,0,0,223.0,0,12,40.524796869
0,16500,64799.0,29168.0,DebtCon,Other,11.0,0,0,102.0,2,8,31.566885272
0,12000,46000.0,60200.0,DebtCon,Other,4.0,0,0,176.0,0,14,34.749171693
1,11700,51600.0,72399.0,HomeImp,Other,15.0,0,1,125.0,4,20,34.749171693
0,12300,27859.0,48393.0,HomeImp,Other,10.0,0,0,83.0,0,3,34.385367068
0,17100,43085.0,68758.0,DebtCon,Other,7.0,0,1,104.0,3,49,30.3535487
0,11000,77929.0,102942.0,HomeImp,ProfExe,8.0,0,0,174.0,0,34,33.897772554
0,23900,64799.0,62276.0,DebtCon,Other,26.0,0,0,127.0,0,8,20.407825584
0,25100,73398.0,115065.0,DebtCon,Other,5.0,0,0,89.0,2,31,42.050244454
1,7200,43705.0,50000.0,DebtCon,Other,9.0,0,2,235.0,6,16,34.749171693
0,30900,189798.0,301984.0,DebtCon,Other,28.0,0,0,151.0,0,22,37.236507841
0,28700,131767.0,214558.0,DebtCon,ProfExe,10.0,0,0,239.0,2,27,20.523272269
0,18100,57864.0,164069.0,DebtCon,ProfExe,19.0,0,0,248.0,0,27,21.469271809
0,16600,97749.0,164103.0,DebtCon,Other,7.0,1,2,264.0,2,23,37.386854286
0,15800,64799.0,44144.0,HomeImp,Other,0.0,0,0,316.0,1,9,25.650384133
0,14800,88898.0,107208.0,DebtCon,Office,30.0,0,0,330.0,1,50,36.745013007
1,15000,18500.0,19000.0,DebtCon,Other,2.0,0,1,20.0,0,2,34.749171693
0,27000,45880.0,82425.0,DebtCon,Other,21.0,0,0,213.0,0,27,36.997793604
0,9500,59494.0,75930.0,HomeImp,Other,0.0,0,0,99.0,0,6,36.888436373
0,36300,35287.0,56532.0,DebtCon,Other,7.0,0,0,63.0,7,0,32.624531901
0,14400,64500.0,83000.0,DebtCon,Other,10.0,0,0,83.0,3,11,34.749171693
1,16500,48833.0,68872.0,DebtCon,Other,1.0,0,0,60.0,0,12,22.459624387
0,15800,102552.0,138171.0,HomeImp,ProfExe,13.0,0,0,117.0,4,21,35.113150487
0,6400,44968.0,62747.0,HomeImp,Other,0.0,1,2,101.0,1,12,36.602947343
1,18200,67809.0,89339.0,DebtCon,Sales,0.0,3,0,102.0,2,19,38.345340781
0,17900,63559.0,81536.0,HomeImp,ProfExe,13.0,0,3,177.0,0,13,26.189767088
0,25300,139427.0,245988.0,HomeImp,ProfExe,28.0,0,0,366.0,1,18,36.27844415
0,15500,17727.0,39746.0,DebtCon,Office,1.0,0,0,204.0,0,16,40.660186443
0,28400,36484.0,73478.0,DebtCon,Mgr,13.0,1,0,101.0,6,16,34.763993775
1,15900,43830.0,59530.0,DebtCon,Other,4.6,1,0,148.0,1,27,34.749171693
0,10000,10000.0,68250.0,DebtCon,ProfExe,20.0,0,2,399.0,1,12,34.749171693
0,23900,70694.0,95718.0,HomeImp,Office,11.0,0,0,138.0,0,13,38.561206281
1,9000,31170.0,50725.0,DebtCon,Other,16.0,0,0,93.0,0,18,34.749171693
1,8800,2800.0,18361.0,HomeImp,Other,2.0,3,1,108.0,4,3,34.749171693
0,7100,64799.0,74753.0,HomeImp,Office,2.0,0,0,49.0,0,4,41.302546904
0,11100,35782.0,45550.0,HomeImp,Other,8.0,0,0,109.0,0,3,36.159805919
0,67400,66095.0,147203.0,HomeImp,Office,10.0,0,0,119.0,0,11,42.045672009
0,40900,14719.0,69488.0,HomeImp,Office,7.0,0,0,318.0,0,18,15.078011146
0,25400,44800.0,78000.0,DebtCon,Other,21.0,0,0,211.0,1,27,34.749171693
0,20600,64799.0,24894.0,DebtCon,ProfExe,3.0,0,0,91.0,0,18,22.033579932
0,89900,48811.0,88934.0,DebtCon,Other,15.0,0,0,220.0,0,16,34.571519125
0,7500,67778.0,83368.0,DebtCon,ProfExe,15.0,0,0,227.0,0,17,24.091770363
0,12400,203902.0,234454.0,HomeImp,ProfExe,9.0,0,0,213.0,0,22,33.64852105
0,8800,73765.0,93917.0,DebtCon,Other,15.0,2,2,129.0,4,15,24.491198608
1,6900,53328.0,58088.0,DebtCon,Sales,2.0,0,0,102.0,0,21,35.764058362
1,26600,62895.0,103000.0,DebtCon,Self,1.0,0,5,187.0,2,34,34.749171693
0,35300,83439.0,134691.0,DebtCon,Mgr,30.0,0,0,356.0,0,20,41.883071254
1,26500,14000.0,45000.0,DebtCon,Other,0.0,0,0,195.0,1,7,34.749171693
0,19900,132878.0,199172.0,HomeImp,ProfExe,14.0,0,0,198.0,0,22,35.330603966
0,17000,134689.0,158661.0,DebtCon,Mgr,7.0,0,0,227.0,0,19,36.425571756
0,28700,67951.0,106093.0,DebtCon,ProfExe,11.0,0,0,264.0,0,32,40.212234831
1,13400,131524.0,148356.0,DebtCon,Other,4.0,1,0,111.0,2,29,48.340234737
0,24200,242111.0,266670.0,HomeImp,Self,6.0,1,0,243.0,3,51,36.575387744
1,8500,48961.0,73550.0,HomeImp,Other,11.0,6,1,145.0,4,11,34.749171693
0,26500,145393.0,187324.0,HomeImp,Self,3.0,0,0,194.0,1,16,40.854864993
0,8900,58839.0,81223.0,DebtCon,Office,4.0,0,0,102.0,2,15,26.206409952
0,13500,47900.0,135500.0,DebtCon,Other,2.0,0,0,276.0,5,43,34.749171693
1,10300,70147.0,122124.0,HomeImp,Other,1.0,0,0,59.0,0,7,57.995018623
0,7400,88288.0,119677.0,HomeImp,ProfExe,5.0,0,0,194.0,1,27,26.646083641
0,17200,52011.0,65800.0,DebtCon,Other,7.0,0,1,120.0,2,48,30.556511873
0,14700,82967.0,114835.0,DebtCon,Other,7.0,0,0,181.0,1,21,34.478073974
0,19000,47400.0,80000.0,DebtCon,Other,12.0,0,0,95.0,1,10,34.749171693
0,6300,45582.0,89005.0,DebtCon,Other,2.0,0,0,209.0,4,30,29.595955514
0,7500,11358.0,36892.0,DebtCon,Other,5.0,0,0,287.0,0,11,23.06292573
0,9700,108000.0,210000.0,HomeImp,ProfExe,2.3,0,0,125.0,1,15,34.749171693
1,7000,19894.0,32500.0,DebtCon,Other,4.0,0,0,135.0,1,16,34.749171693
0,5100,74071.0,97064.0,DebtCon,Other,0.0,0,0,121.0,2,9,36.401729548
0,11100,27861.0,47737.0,HomeImp,Other,8.0,0,0,89.0,0,4,34.050949362
0,21800,48139.0,80114.0,DebtCon,Other,13.0,0,0,112.0,1,9,4.1427039717
0,13800,64799.0,43082.0,HomeImp,Other,0.0,0,0,316.0,0,9,26.166013822
0,20500,39147.0,58049.0,DebtCon,Other,7.0,0,0,203.0,0,12,38.646018727
0,20800,77885.0,98188.0,DebtCon,Mgr,4.0,0,0,50.0,7,23,38.120404705
0,13500,117321.0,138746.0,DebtCon,ProfExe,14.0,0,1,183.0,0,33,31.486796668
0,7500,44744.0,60518.0,DebtCon,Other,6.0,0,0,79.0,1,16,34.397441727
0,50100,64799.0,85756.0,HomeImp,Other,7.0,0,0,349.0,0,6,23.219806012
0,65800,70095.0,142922.0,HomeImp,Office,10.0,0,0,113.0,0,12,39.918789844
0,19100,105111.0,176829.0,DebtCon,Office,6.0,0,0,211.0,4,24,41.413123846
0,24900,51155.0,83000.0,DebtCon,Other,9.0,1,1,139.0,3,30,34.749171693
0,6800,76074.0,88178.0,HomeImp,Other,22.0,0,0,341.0,0,46,27.523246143
1,24400,88000.0,119100.0,HomeImp,Other,12.0,0,0,84.0,5,19,34.749171693
0,18600,132785.0,155644.0,DebtCon,Mgr,7.0,0,0,226.0,0,20,37.32857399
0,12900,55673.0,64582.0,DebtCon,Other,4.0,0,0,163.0,0,14,26.987437342
0,15100,38549.0,59853.0,DebtCon,Other,5.0,0,0,104.0,2,9,29.141862813
0,10900,57494.0,66704.0,DebtCon,Mgr,6.0,0,1,115.0,1,24,39.510985743
0,29600,233916.0,291490.0,DebtCon,ProfExe,15.0,0,1,260.0,2,25,25.105086064
0,18000,124000.0,195000.0,HomeImp,ProfExe,13.0,0,0,203.0,0,22,34.749171693
0,52800,53532.0,68305.0,DebtCon,Office,11.0,0,0,91.0,1,25,40.669686821
0,18100,112832.0,182418.0,DebtCon,Office,8.0,0,0,230.0,3,23,40.298698909
1,7700,14589.0,33100.0,DebtCon,Other,3.0,0,7,122.0,0,22,34.749171693
0,4700,88026.0,115506.0,HomeImp,ProfExe,6.0,0,0,182.0,0,27,29.20902258
1,16600,42259.0,88772.0,DebtCon,Other,1.5,1,3,210.0,0,20,34.749171693
0,28200,58232.0,97555.0,DebtCon,Other,17.0,0,1,130.0,0,29,38.092730303
0,26500,63345.0,100332.0,DebtCon,Other,16.0,0,0,140.0,0,30,38.427444569
0,9000,50170.0,64309.0,DebtCon,Mgr,7.0,0,3,120.0,2,11,39.975489828
1,15000,62674.0,76950.0,HomeImp,Mgr,8.0,1,5,250.0,0,31,34.749171693
0,16200,87248.0,116407.0,DebtCon,Other,20.0,0,0,270.0,1,16,24.543268816
1,15000,82000.0,130000.0,DebtCon,Mgr,18.0,0,5,123.0,10,19,34.749171693
0,22600,133264.0,172882.0,DebtCon,ProfExe,6.0,1,0,190.0,0,37,19.973955025
1,11000,54100.0,70438.0,DebtCon,Self,2.0,3,1,116.0,1,25,34.749171693
0,10400,64336.0,77564.0,DebtCon,Office,4.0,2,3,189.0,2,30,39.699980465
0,22400,37726.0,59799.0,DebtCon,Other,7.0,0,0,219.0,0,12,41.149041231
0,19900,170947.0,222227.0,DebtCon,Office,13.0,0,0,220.0,1,31,42.235796358
1,13000,137618.0,159000.0,DebtCon,ProfExe,9.0,2,6,107.0,6,37,34.749171693
0,16700,29404.0,45209.0,DebtCon,ProfExe,20.0,0,1,196.0,2,16,31.058084364
1,39600,64799.0,44000.0,DebtCon,Other,7.0,0,3,214.0,1,16,34.749171693
0,21400,75563.0,96159.0,DebtCon,Other,7.0,1,0,249.0,2,13,42.176585064
0,42100,17852.0,65877.0,DebtCon,Other,18.0,0,0,201.0,1,30,43.195193566
1,2200,90957.0,102600.0,HomeImp,Mgr,7.0,2,6,123.0,1,22,34.749171693
0,12300,112373.0,136202.0,DebtCon,ProfExe,16.0,0,1,180.0,0,32,30.488268105
0,9400,52371.0,55764.0,DebtCon,Office,1.0,0,0,178.0,0,20,37.35868805
0,16500,23169.0,41677.0,DebtCon,ProfExe,20.0,0,0,208.0,2,15,34.430575154
0,11600,33379.0,51821.0,DebtCon,Other,31.0,0,0,247.0,0,19,23.661084029
0,10900,45028.0,61014.0,DebtCon,Other,10.0,0,0,72.0,0,23,35.667645974
0,25700,50800.0,85000.0,DebtCon,Other,23.0,1,2,184.0,1,20,34.749171693
0,6400,65215.0,74332.0,HomeImp,Mgr,9.0,0,1,214.0,0,24,40.64461955
1,15900,89500.0,104200.0,DebtCon,ProfExe,15.0,0,3,184.0,0,37,34.749171693
1,13500,70000.0,93500.0,DebtCon,Sales,25.0,0,0,251.0,0,46,34.749171693
0,14300,64799.0,41870.0,HomeImp,Other,0.0,0,0,314.0,0,8,27.608918922
1,5000,123000.0,157500.0,HomeImp,Mgr,9.0,0,0,181.0,1,21,34.749171693
1,15000,399550.0,88772.0,HomeImp,Mgr,0.9,0,0,138.0,1,18,34.749171693
0,23300,82472.0,110321.0,DebtCon,Other,7.0,0,0,174.0,2,25,37.912872473
0,11000,14046.0,34777.0,DebtCon,Other,5.0,0,0,257.0,0,11,22.447943315
1,15000,6124.0,35000.0,HomeImp,Other,1.5,1,0,91.0,0,5,34.749171693
0,11700,64799.0,69125.0,DebtCon,Other,7.0,0,0,181.0,1,21,23.766832127
0,14600,28050.0,49244.0,HomeImp,Other,9.0,0,0,122.0,1,9,20.82876656
0,24600,221331.0,289991.0,HomeImp,ProfExe,5.0,1,4,474.0,1,55,31.463384548
0,11400,64799.0,27439.0,HomeImp,Other,27.0,0,0,208.0,0,5,23.830110576
0,30900,190480.0,298239.0,DebtCon,Other,27.0,0,1,165.0,0,23,39.601452126
0,11300,62168.0,80681.0,DebtCon,Sales,6.0,0,0,117.0,0,34,27.694521271
0,30500,57516.0,103086.0,DebtCon,Office,3.0,0,0,166.0,2,24,37.814089094
0,52700,64799.0,80747.0,HomeImp,Self,10.0,0,0,174.0,0,21,25.264447543
0,5400,86922.0,119846.0,HomeImp,ProfExe,5.0,0,0,185.0,1,28,26.354889295
0,17200,90567.0,118761.0,DebtCon,Other,14.0,0,0,139.0,2,9,34.784870381
0,18400,65519.0,89276.0,DebtCon,Other,0.0,1,2,123.0,2,26,36.354203237
1,12600,72854.0,86209.0,DebtCon,ProfExe,2.0,0,0,118.0,0,14,36.051487179
0,12100,61868.0,66874.0,HomeImp,Other,30.0,0,3,170.0,0,23,37.915020999
0,10000,71000.0,97875.0,HomeImp,ProfExe,8.0,0,0,166.0,0,34,34.749171693
0,18600,84874.0,115759.0,DebtCon,ProfExe,9.0,0,0,146.0,3,18,39.834319933
1,18700,39441.0,71345.0,DebtCon,Other,11.0,0,4,133.0,0,13,27.691648158
0,9400,81596.0,116738.0,HomeImp,Office,28.0,0,0,339.0,1,38,34.169513676
0,9000,75453.0,100646.0,DebtCon,ProfExe,3.0,0,0,126.0,0,26,33.75846632
1,19000,15100.0,23200.0,HomeImp,Other,3.2,1,1,65.0,3,21,34.749171693
0,20000,49034.0,98250.0,DebtCon,Office,2.0,0,4,167.0,0,47,34.749171693
0,13300,86360.0,116111.0,HomeImp,Mgr,8.0,0,0,232.0,0,24,32.012701356
0,25100,85337.0,104607.0,HomeImp,Other,6.0,0,0,181.0,1,21,27.950475129
0,8400,57103.0,78079.0,DebtCon,Other,0.0,0,0,56.0,8,21,23.521188257
1,20000,73400.0,94000.0,DebtCon,Mgr,9.0,0,0,270.0,2,14,34.749171693
0,62500,124491.0,198338.0,DebtCon,ProfExe,10.0,0,0,324.0,1,26,38.069751444
1,12000,50581.0,70171.0,HomeImp,Other,7.0,0,2,206.0,1,12,29.843136669
0,19000,107199.0,132723.0,DebtCon,ProfExe,7.0,0,0,91.0,0,13,31.442611616
0,9100,48797.0,67761.0,DebtCon,Mgr,7.0,1,3,117.0,3,11,37.79737881
0,8200,39175.0,55848.0,HomeImp,Office,10.0,0,1,162.0,1,18,24.200111438
1,15000,45000.0,68250.0,DebtCon,Other,7.0,0,1,56.0,0,4,34.749171693
0,19700,49793.0,113200.0,DebtCon,ProfExe,16.0,0,0,251.0,0,19,25.033745755
0,13700,27536.0,45819.0,HomeImp,Other,7.0,0,0,73.0,2,12,28.709192906
1,10600,53200.0,71000.0,DebtCon,ProfExe,2.0,0,0,224.0,5,39,34.749171693
1,33200,36705.0,78040.0,DebtCon,Mgr,19.0,2,0,120.0,0,13,35.015748716
0,12800,100241.0,113073.0,DebtCon,Other,17.0,0,1,197.0,1,15,39.467588446
1,23300,84083.0,107407.0,DebtCon,Self,2.0,0,1,153.0,6,23,34.749171693
0,14400,100487.0,118911.0,DebtCon,Other,11.0,0,0,179.0,0,27,35.852863711
0,9700,8852.0,60599.0,HomeImp,Other,7.0,2,1,359.0,1,21,16.87198276
0,18200,53646.0,156048.0,DebtCon,ProfExe,20.0,0,0,232.0,0,27,20.856067533
0,25100,41314.0,71357.0,DebtCon,Office,19.0,0,0,184.0,1,22,33.665534117
0,12300,159798.0,177853.0,DebtCon,ProfExe,6.0,0,0,207.0,4,25,41.42504139
1,31500,16000.0,43040.0,DebtCon,Other,0.0,1,1,98.0,1,11,34.749171693
1,49500,247500.0,88772.0,DebtCon,Other,0.0,0,4,160.0,2,25,34.749171693
0,15300,42100.0,65000.0,DebtCon,Other,7.0,0,0,95.0,3,15,34.749171693
0,18500,14517.0,95150.0,HomeImp,Other,11.0,0,0,272.0,0,22,27.478583037
0,24000,96072.0,122441.0,HomeImp,Mgr,10.0,0,0,128.0,1,24,33.608037305
1,63300,202000.0,281000.0,DebtCon,ProfExe,2.0,0,0,99.0,2,21,34.749171693
1,38000,106000.0,160000.0,DebtCon,Other,24.0,0,6,240.0,0,33,34.749171693
1,10000,64799.0,88772.0,HomeImp,Other,7.0,0,0,181.0,1,21,34.749171693
0,27800,19600.0,50594.0,DebtCon,Other,24.0,0,0,137.0,1,10,24.522374645
0,10600,46589.0,64559.0,HomeImp,Other,8.0,0,0,85.0,2,33,40.451392536
0,7500,88056.0,104794.0,DebtCon,ProfExe,25.0,0,0,57.0,2,14,30.538906969
0,26000,107291.0,137426.0,DebtCon,Mgr,9.0,2,0,192.0,4,18,40.767401412
1,7100,54000.0,74800.0,DebtCon,Mgr,7.5,1,1,71.0,4,18,34.749171693
0,26800,35485.0,74949.0,DebtCon,Mgr,14.0,0,0,85.0,5,15,36.191458547
0,22400,80226.0,111307.0,DebtCon,Other,7.0,0,0,187.0,1,24,38.936175687
0,5000,80153.0,97275.0,DebtCon,Other,1.0,0,0,121.0,2,10,37.512708409
0,50400,53992.0,63772.0,DebtCon,Office,12.0,0,1,99.0,2,25,40.425704342
0,20900,127077.0,204192.0,HomeImp,ProfExe,13.0,0,0,182.0,0,22,34.589581433
1,24100,164155.0,225184.0,HomeImp,Self,2.0,0,0,181.0,1,21,31.564226916
0,9300,39307.0,51680.0,DebtCon,Office,8.0,0,0,196.0,0,23,30.731571704
0,27400,99900.0,143437.0,DebtCon,Mgr,21.0,0,0,211.0,0,12,39.110297625
1,12300,64265.0,90956.0,DebtCon,Other,10.0,0,1,233.0,0,32,32.908823864
1,20000,68958.0,99875.0,DebtCon,ProfExe,11.0,1,1,118.0,0,23,34.749171693
0,6900,49932.0,66042.0,HomeImp,Office,20.0,0,0,204.0,0,19,21.855494126
1,15300,78375.0,108175.0,HomeImp,Other,6.0,1,0,82.0,0,20,22.50324916
0,21200,63093.0,101789.0,HomeImp,ProfExe,18.0,0,0,623.0,1,24,19.414587953
1,38900,120006.0,160771.0,HomeImp,ProfExe,13.0,0,0,138.0,0,40,46.701585238
0,11900,201264.0,227295.0,HomeImp,ProfExe,10.0,0,0,240.0,0,22,33.776336963
1,15700,53443.0,77704.0,DebtCon,Office,2.0,0,5,73.0,0,16,45.195495871
0,6800,75964.0,88754.0,DebtCon,Mgr,19.0,0,1,299.0,0,23,39.107501643
0,28500,84908.0,108385.0,DebtCon,Office,10.0,0,0,384.0,0,45,41.342010942
0,42800,6929.0,67573.0,HomeImp,Office,7.0,0,0,299.0,0,19,14.04201152
1,9900,59206.0,75690.0,HomeImp,Office,6.0,0,2,288.0,1,19,30.776027864
0,7000,29000.0,49000.0,DebtCon,Other,11.0,0,0,234.0,1,32,34.749171693
0,27600,74964.0,118507.0,DebtCon,Other,5.0,0,0,92.0,1,32,39.146755766
0,8500,58327.0,75044.0,HomeImp,Mgr,2.0,0,2,123.0,0,22,28.111813831
0,25600,64799.0,147598.0,DebtCon,Other,7.0,0,0,181.0,1,21,14.461987334
0,25100,21490.0,71571.0,DebtCon,Other,7.0,1,1,102.0,1,25,30.444119256
0,30000,187000.0,293000.0,DebtCon,Other,28.0,0,0,157.0,0,23,34.749171693
0,38000,58200.0,108000.0,DebtCon,Mgr,16.0,0,1,196.0,0,22,34.749171693
0,13700,74015.0,113766.0,DebtCon,Other,7.0,0,0,76.0,2,14,36.395366326
0,16200,22956.0,44866.0,DebtCon,Mgr,16.0,0,0,115.0,1,17,24.090882167
0,11400,84278.0,200480.0,HomeImp,Self,14.0,0,0,4.0,6,8,19.112485067
0,51100,178810.0,252724.0,DebtCon,ProfExe,6.0,0,0,253.0,2,32,39.351893191
1,7300,60890.0,75785.0,DebtCon,Other,6.0,0,1,46.0,0,13,34.749171693
0,20800,136884.0,180053.0,HomeImp,Mgr,9.0,0,0,324.0,0,17,43.037750039
0,11100,61856.0,77275.0,HomeImp,Other,4.0,0,1,244.0,1,16,36.564119563
0,16000,101000.0,130000.0,DebtCon,ProfExe,7.5,0,0,102.0,0,14,34.749171693
0,23600,140284.0,182591.0,DebtCon,ProfExe,21.0,0,0,225.0,0,24,41.871755799
1,13900,51653.0,85578.0,DebtCon,Other,13.0,0,0,90.0,0,7,41.693377223
0,31200,234304.0,290923.0,DebtCon,ProfExe,14.0,0,1,261.0,2,26,27.057234292
0,26600,128238.0,165316.0,DebtCon,Mgr,1.0,0,0,236.0,2,23,36.939319169
0,26700,129559.0,170042.0,DebtCon,Mgr,1.0,0,0,233.0,1,24,34.117532893
0,14000,73062.0,88783.0,DebtCon,Other,6.0,0,0,211.0,2,18,42.254580037
0,24100,80005.0,102098.0,DebtCon,Other,18.0,1,0,196.0,1,12,39.758932499
0,23600,64799.0,68208.0,DebtCon,Other,26.0,0,0,120.0,0,8,20.818255542
0,50000,44000.0,59000.0,DebtCon,Office,12.0,0,1,102.0,2,26,34.749171693
0,2500,7229.0,44516.0,HomeImp,Self,7.0,0,0,208.0,0,12,34.749171693
0,27900,66027.0,102745.0,DebtCon,ProfExe,9.0,0,0,298.0,1,32,38.250306047
0,19300,84425.0,119351.0,DebtCon,Mgr,15.0,0,0,239.0,4,31,38.298278157
0,30300,36014.0,76525.0,DebtCon,Mgr,14.0,0,0,89.0,5,16,34.9372716
1,12500,69192.0,105300.0,DebtCon,Mgr,4.0,0,0,282.0,1,23,34.749171693
0,38000,97759.0,139899.0,DebtCon,Other,11.0,0,0,63.0,1,36,41.788492175
0,6000,53227.0,68700.0,HomeImp,Mgr,3.0,0,2,123.0,0,23,34.749171693
1,16800,113021.0,146222.0,DebtCon,Mgr,5.0,3,2,124.0,2,65,62.559307823
0,20500,93761.0,94895.0,DebtCon,ProfExe,1.0,1,0,118.0,0,20,33.70161545
0,21700,91637.0,126105.0,HomeImp,Mgr,10.0,0,0,132.0,1,23,30.961292024
0,20700,100778.0,142271.0,HomeImp,Other,7.0,0,0,181.0,1,21,39.983095928
0,43700,5137.0,67256.0,HomeImp,Office,7.0,0,0,307.0,0,18,16.678676413
0,11300,78902.0,100332.0,DebtCon,ProfExe,4.0,0,0,117.0,0,26,34.683071467
0,17700,64799.0,56402.0,DebtCon,Office,3.0,0,0,91.0,2,8,38.685506283
1,9000,52311.0,68994.0,DebtCon,Office,0.0,0,1,138.0,0,9,28.454712858
0,27100,20479.0,46735.0,DebtCon,Other,24.0,0,0,104.0,0,10,24.258677221
1,30200,36000.0,73500.0,DebtCon,Office,14.0,0,1,203.0,0,33,34.749171693
0,6300,99469.0,116260.0,HomeImp,Office,23.0,0,0,125.0,1,12,35.642270107
0,25700,63054.0,104624.0,DebtCon,Other,15.0,0,1,132.0,0,29,40.205292882
0,30600,78355.0,124426.0,DebtCon,Mgr,11.0,0,0,81.0,1,34,25.942577765
0,20700,110307.0,140902.0,DebtCon,Office,13.0,0,1,243.0,0,24,41.336740097
0,50000,64799.0,82200.0,HomeImp,Other,7.0,0,0,343.0,0,7,34.749171693
0,33200,140690.0,195001.0,DebtCon,ProfExe,21.0,0,0,177.0,0,22,38.981210278
0,13600,64799.0,84425.0,DebtCon,Office,14.0,0,0,115.0,0,24,36.85085748
0,14100,86730.0,117667.0,DebtCon,ProfExe,1.0,0,2,134.0,0,34,31.98051047
0,18200,49653.0,159076.0,DebtCon,ProfExe,20.0,0,0,232.0,0,27,20.415931614
0,12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0,0,74.0,1,19,36.457349926
0,12000,76674.0,97936.0,DebtCon,Mgr,5.0,0,0,148.0,2,27,41.225763159
0,15600,62622.0,106824.0,HomeImp,ProfExe,9.0,0,0,261.0,0,11,34.97887956
0,15000,93226.0,108149.0,DebtCon,Sales,11.0,1,1,153.0,1,17,34.250266185
1,14700,94672.0,88772.0,DebtCon,Other,14.0,0,1,67.0,0,11,40.317434429
0,24300,64799.0,60628.0,DebtCon,Other,23.0,0,0,145.0,0,9,22.984818991
0,39500,30972.0,70545.0,DebtCon,ProfExe,3.0,0,0,197.0,2,17,25.360557346
0,9800,79405.0,111563.0,DebtCon,Office,0.0,0,0,241.0,1,38,19.332810029
1,10100,60200.0,74000.0,DebtCon,Other,4.0,5,4,129.0,5,24,34.749171693
0,17600,48487.0,65665.0,DebtCon,Other,6.0,0,0,100.0,2,15,43.769684913
0,11300,77846.0,101984.0,HomeImp,ProfExe,5.0,0,0,112.0,1,27,28.298733642
0,10300,56127.0,72294.0,HomeImp,Other,28.0,1,3,184.0,0,24,34.634235614
0,13500,59352.0,87767.0,HomeImp,Other,7.0,0,0,301.0,0,19,28.118296895
0,18000,64799.0,97026.0,DebtCon,Other,7.0,0,0,183.0,1,9,30.675510367
0,31800,226152.0,283022.0,DebtCon,ProfExe,4.0,0,1,209.0,0,29,15.734143681
0,13600,64799.0,35396.0,DebtCon,Other,11.0,0,1,102.0,1,8,32.66950311
0,20000,59964.0,100000.0,DebtCon,Office,8.0,2,1,107.0,2,18,34.749171693
0,8700,53073.0,83415.0,DebtCon,Other,2.0,0,0,211.0,3,29,30.201509456
0,33700,142468.0,195770.0,DebtCon,ProfExe,22.0,0,0,201.0,1,22,36.505271144
1,5000,64799.0,71277.0,HomeImp,Other,10.0,0,0,72.0,1,12,34.749171693
0,24000,59300.0,88000.0,DebtCon,Other,16.0,0,0,98.0,1,17,34.749171693
0,11300,66814.0,82021.0,DebtCon,Office,4.0,2,3,174.0,3,29,38.556929453
0,11400,112930.0,144830.0,DebtCon,ProfExe,2.0,0,0,271.0,1,46,33.251079314
0,11700,52650.0,63646.0,DebtCon,Other,0.0,1,0,195.0,1,13,27.610844064
0,28400,72870.0,95647.0,DebtCon,Office,11.0,0,0,139.0,0,20,37.820678455
0,10100,66393.0,85605.0,DebtCon,Office,6.0,1,1,204.0,3,29,37.669305127
0,12200,91000.0,114053.0,DebtCon,Other,11.0,0,0,174.0,0,27,34.749171693
0,20900,64799.0,73849.0,HomeImp,Office,7.0,0,0,125.0,1,5,18.481293525
1,18900,51075.0,78045.0,DebtCon,Office,2.0,1,5,74.0,1,15,42.198282202
0,27600,103898.0,130784.0,DebtCon,Office,11.0,0,0,147.0,0,29,42.009813582
1,10000,42300.0,88772.0,DebtCon,Mgr,11.0,1,0,31.0,3,5,34.749171693
0,18700,68196.0,89641.0,DebtCon,Other,0.0,2,1,113.0,1,26,34.414621628
0,15100,101378.0,143229.0,HomeImp,ProfExe,12.0,0,0,130.0,4,21,36.776212768
0,12200,61929.0,83102.0,HomeImp,Office,14.0,0,0,239.0,1,32,44.449670971
1,15800,58100.0,83000.0,DebtCon,ProfExe,2.0,1,1,284.0,4,27,34.749171693
1,47800,47354.0,119244.0,DebtCon,Other,7.0,0,1,128.0,0,21,34.749171693
0,15200,137128.0,184660.0,DebtCon,Mgr,11.0,0,0,254.0,0,21,28.815035637
0,21900,147638.0,193065.0,DebtCon,ProfExe,13.0,1,0,101.0,1,23,29.531444395
1,15000,57900.0,88200.0,DebtCon,ProfExe,10.0,0,0,181.0,1,21,34.749171693
0,28300,126942.0,166797.0,DebtCon,Mgr,0.0,0,0,245.0,1,23,33.394853996
1,12600,41169.82,57000.0,DebtCon,Other,5.5,1,0,98.0,10,18,34.749171693
